id,position,rateContent,rateDate,tamllSweetLevel
310988823188,传输速度也可以的,上周修电脑时，同款的16个G的白色U盘，店老板跟我收70块钱，幸亏在网上看到了这款，容量和标值相差不多，<b>传输速度也可以的</b>！ 服务OK,2017-05-17 17:15:48,2
308852825343,物流是真的快,<b>物流是真的快</b>，样式也很好看，不过没有16g，就14.4，倒也没太大关系，价格便宜，总体性价比很高。,2017-04-30 15:13:49,2
308765473006,传文件速度挺快的,还行，买个两个备用，蓝色比白色好看，还是有点色差，<b>传文件速度挺快的</b>。,2017-04-28 13:31:56,2
312899279541,速度也可以,挺好的，看中外观而且也便宜所以才定的，读写有14.4G，<b>速度也可以</b>，学生党日常够用了~  就是一般不是都会有LOST这个文件夹吗，这个里面空空的什么都没有，而且拔盖儿的毕竟没有伸缩的方便&hellip; 已经丢了两个u盘了~希望这个能耐用~,2017-06-05 11:18:13,2
315157956356,物流也挺快,与描述相符，<b>物流也挺快</b>。连接电脑后实际内存大摡15GB左右，我主要是为了下载一些歌曲用，足够用了。,2017-06-24 19:25:50,3
302653311755,快递也蛮快的,<b>快递也蛮快的</b>，东西也很好，包的很严实，内存也和其它优盘差不多。,2017-03-04 01:19:26,0
302036850013,速度比较快,很满意，查了防伪，是正品，试了手机，可以接otg线，电脑上看了14.4，快递用的中通，<b>速度比较快</b>，用用再说，目前觉得不错!遗憾的是它是日货~不过已经全球化啦，就不存在这种问题,2017-02-24 21:42:33,0
301802764374,运行速度还可以,很好看，实用内存14.4G 学生党用足够了，<b>运行速度还可以</b>，白色这么小巧真的超级心水,2017-02-22 20:30:13,0
313742766169,u盘反应很快,<b>u盘反应很快</b>，精致好看，两个颜色各要了一个，以后需要会再来的。,2017-06-12 08:25:08,2
315118228707,卖家的发货速度很快</em<em>>，还送了我挂,宝贝我收到啦，卖家的发货速度很快，还送了我挂绳，物流还是很快的，买了没多久就到了，有需要的可以在这儿买哟,2017-06-24 16:34:19,0
314031550174,速度还行吧,经验证是正品！2.0接口！<b>速度还行吧</b>！用来放音乐装在车上使用！,2017-06-14 19:10:05,2
314112579555,速度很快,"昨天下午买的，今天中午就到了，<b>速度很快</b>，蓝色偏暗，但是很有质感，空间14.4G,不错的东东",2017-06-14 11:33:19,2
304314833146,卖家确认信息很快 发货很快 物流很快,<b>卖家确认信息很快</b>.<b>发货很快</b>.<b>物流很快</b>.第二天上午就到了，实际14.4G在接受范围,2017-03-17 16:47:55,0
302821763592,快递很快,U盘是姐姐推荐的，<b>快递很快</b>。内存也很不错，很好用。后续还会评价的,2017-03-02 21:25:06,0
303540932771,物流很快,<b>物流很快</b>，优盘也不错，是正品，信赖东芝,2017-03-11 07:55:14,0
312344118860,物流还行就是读数超慢,<b>物流还行就是读数超慢</b>，不知道能用多久，反正期望不大,2017-05-29 23:29:26,0
314869285200,速度很快,<b>速度很快</b>，外表看着也很结实，希望能用的时间长一些~~,2017-06-22 15:32:52,1
304624670302,速度很快 读取速度也很给力,很好的，内存正常，<b>速度很快</b>，<b>读取速度也很给力</b>，,2017-03-20 22:23:52,0
301754097645,发<em>货及时,宝贝收到了，标注16GB，系统识别窬量为14.42GB，签定容量为14.34GB。还算正常，还行吧。 发货及时，物流快。,2017-02-21 17:05:40,3
307823170254,我只能说物流还是很快的,<b>我只能说物流还是很快的</b>，干嘛给一个根本查不到的防伪码，假货的可能性大，但能正常使用，至于能不能损毁文件，暂时还不知道。,2017-04-20 20:09:37,0
313679840645,"220-11-0,10;420-11-11,16;",包装啥的各方面都挺好，物流够快好,2017-06-10 20:20:18,2
304352806463,物流快,颜值高 <b>物流快</b> 实用 挺好的 好评,2017-03-16 19:58:12,0
309353858749,"920-11-0,5;1020-11-6,11;420-11-17,21;",看起来不错，应该是正品，还没试过，快递很快,2017-05-04 19:03:58,2
305421586035,快递速度还是可以滴,三天到货，<b>快递速度还是可以滴</b>&hellip;&hellip;蓝色偏深些，送的黑色扣带，还行，上班用的，可以多装点ppt了&hellip;&hellip;,2017-03-28 20:26:26,0
303184506588,物流超快,灰常好用。卖家超耐心，<b>物流超快</b>，而且物美价廉，很喜欢，谢谢卖家,2017-03-07 10:47:09,0
314949227533,读取速度也很快,东西不错，<b>读取速度也很快</b>，就是物流比较慢，好评了,2017-06-23 10:43:10,0
312465283165,反应挺快的,实际容量是14g多，<b>反应挺快的</b>，用起来也很方便，其他以后再追评吧,2017-06-02 04:09:54,1
311309722957,物流很快,<b>物流很快</b>～东西还没拆开使用 不过看起来挺好的,2017-05-21 10:33:53,0
307501717789,传输速度还好,"这个u盘很满意，可用14.4G,能够接受，<b>传输速度还好</b>，之前也买过一个这个，只是不小心搞坏了，应该又可以用好久了。",2017-04-17 13:10:06,3
311473648930,物流很给力,最郁闷的就是刚买完就降价?，<b>物流很给力</b>，来的及时，实际十四点多，样子小巧！,2017-05-22 12:15:16,3
313175228620,發貨快,<b>發貨快</b> ，立即用，正品，什麼都好,2017-06-08 12:24:19,0
315158748006,物流非常快,<b>物流非常快</b>，一天就到了。  还没用，不知道怎么样,2017-06-25 18:13:16,0
313155158005,这个速度很快,好用！我同事给了一个，每次要反应半天，<b>这个速度很快</b>！而且款式比较简单大方！,2017-06-08 08:22:29,2
307933666291,物流很快,<b>物流很快</b>，宝贝实际内存14.4G，用了两天来评的，感觉速度一般般吧，质量感觉还可以，跟之前在京东上买的32G的东芝u盘看起来差不多，暂时先用着吧,2017-04-21 20:21:04,2
310672264891,发货很快 插进电脑反应也快,不错，<b>发货很快</b>，三天就到了。<b>插进电脑反应也快</b>。好评。,2017-05-16 14:30:35,3
304587359866,物流也快,U盘质量很好，服务也好，<b>物流也快</b>。,2017-03-22 09:42:54,0
302437189946,快递到的很快,<b>快递到的很快</b>，优盘很好用，价格很实惠,2017-03-01 17:26:32,0
314340866170,真的很快啊,4.6 MB/秒的传输速率。<b>真的很快啊</b>！,2017-06-17 17:58:22,0
309820201230,运行速度也挺好的,外观和包装都不错，<b>运行速度也挺好的</b>～,2017-05-09 14:38:25,0
305343457566,快递还不错 挺快的,收到了，<b>快递还不错</b>，<b>挺快的</b>，看着蛮小巧的，挺喜欢的,2017-03-27 18:19:34,0
311937654773,"920-11-0,8;420-11-26,32;",还不错的一个u盘，到了几天了，现在才收货，希望好用，物流挺给力的,2017-05-25 15:37:08,3
310632645661,传输速度很快,非常好，<b>传输速度很快</b>，验证过了是正品,2017-05-16 09:05:10,0
302366543692,读取速度快,好评，是正品，<b>读取速度快</b>，赞?！,2017-03-01 18:33:58,0
311618752096,快递也行,用着可以，<b>快递也行</b>。传输速度大概4-5M每秒,2017-05-22 18:46:14,0
308499068424,到货速度很快,U盘收到了，用了一下，还不错，14.4GB，足够用了，盖子还牢固。外观小巧，方便。价格还不贵。<b>到货速度很快</b>。很满意。,2017-04-27 16:08:05,3
313577764103,物流挺快的,如图 <b>物流挺快的</b> 还没用过 不过挺喜欢的,2017-06-10 10:36:33,2
309773979757,快递也挺快的,很棒很棒，<b>快递也挺快的</b>，买了两个，给公司用的，内存挺大的，好评。,2017-05-07 21:34:41,3
303930520186,快递迅速,商品价格合理，质量好，<b>快递迅速</b>，商家信誉好，我非常满意，给予好评。,2017-03-14 13:32:45,1
314194692391,物流很快,u盘收到了，<b>物流很快</b>，还没开始用，应该会不错吧,2017-06-16 08:49:03,2
305163298061,快递也特别的快,挺好的，<b>快递也特别的快</b>。服务也很周到。满分,2017-03-26 14:04:55,0
309514745326,物流很快,<b>物流很快</b>，昨天下单的，今天就到了。u盘14.4g，u盘很满意。下次，还来这家。,2017-05-06 13:25:34,0
307698878719,快递快,是正品的TOSHIBA，<b>快递快</b>，包装结实，等保存完书稿，再买一个！,2017-04-18 22:06:20,4
312716260025,快递很快,<b>快递很快</b>，很不错。非常满意的一次购物。内存14.4G,2017-06-02 12:53:53,0
310262498597,速度很快,如图显示，14.4，<b>速度很快</b>，一周看不出有什么问题，包装略简陋，没有损坏，好评,2017-05-12 13:32:26,2
312541015474,而且物流很快,质量应该挺好的，<b>而且物流很快</b>，喜欢,2017-06-01 12:28:51,0
314161339040,物流速度很快,<b>物流速度很快</b>！实际内存只有14.4！,2017-06-15 17:04:57,0
311149128551,物流速度很快哦,<b>物流速度很快哦</b>，包装也很好，总共是14.4G。。,2017-05-19 22:45:12,0
310233103443,快递很快,<b>快递很快</b>，还送了线和挂绳，平时存些小文档，很好用。,2017-05-12 23:10:24,0
312849772090,快递挺快,<b>快递挺快</b>。14.4G的。之前花10块钱买的一个文件老丢失，所以又买了这个，文件没丢失。,2017-06-04 23:30:12,0
311094924611,"420-11-9,17;620-11-0,4;920-11-5,8;",东西不错，很开心，快递的速度也不错,2017-05-20 19:16:15,0
309737733486,反应挺快,刚收到试了下，不错，<b>反应挺快</b>。包装很好，是正品，继续使用观察,2017-05-08 11:44:01,2
313648278442,运行很快,小巧精致很可爱，<b>运行很快</b>，本来是要做系统盘用的，结果阴差阳错之下没用上，纠结ing,2017-06-10 08:20:26,3
313280947996,写入速度还可以,<b>写入速度还可以</b>!,2017-06-07 10:08:54,0
300812452988,速度挺快,东西挺好，<b>速度挺快</b>，谢谢下次还会光顾。,2017-02-07 14:35:29,0
301505169313,<em>发货快<,发货快&lt;/em&gt;，物流也快。内存14.4G，包装也很正规，不错的！,2017-02-17 13:52:03,0
312204304914,速度还行,u盘颜色外观不错，查询容量为14.4G，<b>速度还行</b>。,2017-05-28 21:43:36,2
309675621154,传东西非常快,<b>传东西非常快</b>，非常喜欢。,2017-05-07 07:14:51,2
305627884170,物流也给力,U盘数据正常应该是正品，非缩水货可比，<b>物流也给力</b>，好评。,2017-03-30 21:10:34,0
304610293120,物流也挺快的,客服态度好，<b>物流也挺快的</b>。    U盘也不错哦~好评!,2017-03-20 22:06:04,0
308929572147,反应也很快,很好很喜欢！！<b>反应也很快</b>！！准备来存毕业论文的！！希望一切顺利啦,2017-04-29 17:45:28,3
309649279950,传输也比较快 物流很快,，<b>传输也比较快</b>，外观质量好，看起来应该是正品，颜色木有色差，<b>物流很快</b>，外观质量好，东芝正品，价钱超合适，性价比高，没有色差,2017-05-08 01:16:51,0
310642369934,快递也很快,不错&hellip;&hellip;<b>快递也很快</b>！可用的是14。4个GB,2017-05-15 16:18:05,1
305196038206,物流快,质量好，内存空间足，<b>物流快</b>，服务态度好，给满意全五分。,2017-03-27 22:06:27,0
311308320476,传输也比较快 存取速度快,，<b>传输也比较快</b>，外观质量好，看起来应该是正品，性价比高，颜色木有色差，<b>存取速度快</b>，外观质量好，看起来应该是正品，性价比很高，颜色木有色差,2017-05-20 16:01:14,0
309500068338,速度快,<b>速度快</b>，很好用,2017-05-05 07:43:48,3
311452007671,"920-11-0,5;420-11-12,18;",内存还可以，14.4G，物流也挺快的,2017-05-22 12:20:13,0
308707492944,下载很快,很喜欢，<b>下载很快</b>，我还印上了我的属性,2017-04-28 08:09:00,3
310098039675,物流很快,<b>物流很快</b>，颜色也好看，内存是14.4g,2017-05-10 12:43:28,0
314877505780,反应挺快的,挺好的，<b>反应挺快的</b>，应该是正品的。,2017-06-22 13:41:59,3
311628982518,用起来也反应超快,用了才来评价的。插到电脑里很快就显示了，<b>用起来也反应超快</b>，赞一个,2017-05-22 19:33:05,2
312734445472,物流超级快 反应很快,<b>物流超级快</b>，昨天下的单今天就到了。今天用了下，<b>反应很快</b>，挺好用的,2017-06-02 13:04:50,0
299764348558,辛苦快递小哥这么快送达,挺好用的，搭配OTG转接线用，直接将手机的文件复制到优盘里，不需要经过电脑，很方便，优盘容量也正常，15G多，没有虚标，查了一下，是正品，不错不错，很喜欢，值得买的。快过年了，<b>辛苦快递小哥这么快送达</b>，谢谢！新年快乐哦～～,2017-01-22 00:18:12,0
308802132252,"920-11-0,5;420-11-6,10;",超级满意哦，速度很快,2017-04-28 19:02:31,3
313303163341,速度快,帮同学买的，听他说不错，<b>速度快</b>。那我就给五星塞,2017-06-08 09:46:42,3
311029871410,读写速度还行,挺好的。<b>读写速度还行</b>。实际容量十四点几。比较满意。查询了是正品,2017-05-19 23:25:55,2
313339511229,好快,快递会飞！！！<b>好快</b>！！！u盘也不错！真的！就是可能是幸运吧，，，这个u盘刚到宿舍，我那个丢了的u盘，，出现了，见鬼了。不过还是好评。两个都用,2017-06-07 21:10:49,0
307852304389,物流挺快,<b>物流挺快</b>，就是包装有点挤变形了，还不错！,2017-04-18 17:39:49,1
