,comment,position
10,"['很漂亮', '小', '仙女', '必备', '试', '了', '一下', '速度', '也', '是', '非常', '快', '的', '容量', '对于', '学生', '平时', '做个', '作业', '来说', '是', '够用', '的', '推荐', '噢']",速度也是非常快的
11,"['聚', '划算', '里', '最快', '收到', '的', '快递', '相信', '会', '是', '正品', '使用', '以后', '再来', '追家', '评论']",聚划算里最快收到的快递
12,"['超', '可爱', '的', '啊', '小巧', '又', '非常', '有', '质感', '快递', '1', '天到', '特别', '快', '磨砂', '的', '特别', '舒服', '送', '了', '挂绳', '希望', '不会', '再', '丢', '了', 'helliphellip', '已经', '掉', '了', '两个', '了', '心疼', 'helliphellip', '最后', '100', '分', '好评', '卖家', '服务态度', '特别', '好', '谢谢', '卖家', '祝', '生意兴隆']",快递1天到特别快
13,"['输', '也', '比较', '快', '外观', '质量', '好', '看起来', '应该', '是', '正品', '颜色', '木有', '色差', '物流', '很快', '外观', '质量', '好', '东芝', '正品', '价钱', '超', '合适', '性价比', '高', '没有', '色差']",输也比较快 物流很快
14,"['物流', '很快', '带个', '帽', '存取', '很快', '有', '14', '多', 'g', '内存', '学生', '党用', '还', '可以', '性价比', '也', '比较', '高送', '了', '绳']",物流很快 存取很快
15,"['是', '正品', '而且', '读写', '速度', '很快', '我', '主要', '用', '它', '做', 'u', '盘', '启动盘', '给', '电脑', '装', '系统', '用', '16g', '足够', '了']",而且读写速度很快
16,"['已经', '在', '用', '了', '速度', '挺快', '哈哈', '下次', '再', '来', '颜色', '清爽', '传输速度', '快']",速度挺快 次再来，颜
17,"['物流', '超快', '东西', '很', '小巧', '就是', '查', '的', '防伪', '我', '就', '不', '知道', '是', '什么', '意思', '了', '求', '大神', '解释', '这是', '东芝', '的', '正品', '吗']",物流超快
18,"['航空', '快递', '两天', '就', '到', '手里', '快', '也', '很快', '包装', '整个', '应该', '是', '原装', '东芝', '的', '送', '了', '一条', '很长', '的', '绳子', '能用', '吧', '够用', '就行', '又', '怕']",快也很快
19,"['防伪', '码扫', '了', '是', '正品', '很漂亮', '也', '很', '精致', '内存', '也', '是', '够', '的', '物流', '很快', '性价比', '高']",物流很快
20,"['才', '拿到', '货物', '流', '挺快', '的', '宝贝', '目前', '在', '使用', '中', 'r', '功能', '适用', '宝贝', '挺不错', '的', '嗯', '试了试', '用', '好', '再', '评论', '好', '的话', '会', '继续', '过来', '都']",物流挺快的
21,"['很', '满意', '很', '满意', '第一次', '抱', '着', '试试', '的', '心态', '查', '防伪', '是', '正品', '容量', '没', '问题', '速度', '也', '挺', '好', 'OTG', '头试', '了', '一下', '完全', 'okay', '好评', '客服', '态度', '也好', '～']",速度也挺好
22,"['超闪速', '发货', '隔天', '就', '到', '了', '很', '好', '用', '电脑', '识别', '也', '很快', '非常', '棒', '很', '喜欢', '小巧', '的']",电脑识别也很快
23,"['宝贝', '挺', '好', '复制', '文件', '爷', '挺快', '的', '颜色', '挺', '漂亮', '比较', '精致', '好评']",复制文件爷挺快的
24,"['很', '好', '今天', '刚刚', '试', '了', '一下', '下载速度', '快', '款式', '也', '好看', '喜欢', '特地', '也', '应', '了', '一下', '是', '正品', '的', '哦']",下载速度快
25,"['宝贝', '已', '收到', '物流', '太给力', '了', '超快', '宝贝', '也', '非常', '的', '给', '力', 'OTG', '功能', '太', '方便', '了', '直接', '对接', '手机', '省', '了', '好多', '事', '客服', '更是', '棒棒', '哒', '非常', '耐心', '的', '教', '使用', '流程', '给', '店家', '满分']",物流太给力了 超快
26,"['正品', '好用', '之前', '买', '了', '一款', '要', '拷', '13G', '的', '视频', '拷', '进去', '全部', '无法', '读取', '再', '退货', '换', '到', '这家', '买', '这个', 'U盘', '的', '虽然', '存取速度', '有点', '慢', '但', '能', '正常', '读取', '快递', '也', '很', '速度', '好']",快递也很速度
27,"['宝贝', '包装', '严实', '质量', '很', '好', '颜色', '漂亮', '很', '喜欢', '卖家', '服务态度', '好', '物流', '给力']",物流给力
28,"['不错', '挺', '好', '的', '里面', '有', '144', '个', 'G', '应该', '够用', '了', '快递', '也', '很快', '价格', '实惠']",快递也很快
29,"['快递', '速度', '快', '包装', '完好', '拆出来', '还有', '内包装', '感觉', '很', '不错', '与', '描述', '得', '相符', '刚', '收到', '还', '没用', '用', '了', '之后', '再', '来', '追加', '评价']",快递速度快
30,"['正品', '好用', '质量', '不错', '物流', '给力', '服务到位']",物流给力
31,"['这次', '是', '二次', '购买', '质量', '不错', '外观', '漂亮', '已经', '用过', '啦', '容量', '也', '还', '可以', '稳定性', '强', '运行', '速度', '也', '快', '包装', '完好', '发货', '快速', '很', '满意']",运行速度也快
32,"['帮', '单位', '里', '买', '的', '很', '实用', '比', '实体店', '便宜', '很', '满意', '物流', '也', '快', '的']",物流也快的
33,"['东西', '好', '又', '实惠', '值得', '购买', '物流', '也', '快']","420-11-13,17;520-11-4,7;620-11-0,3;920-11-8,12;"
34,"['还', '可以', '实际', '只有', '144G', '传', '电影', '之类', '的', '挺快', '我', '也', '只是', '大多数', '传个', '电影', '而已', '满意']",传电影之类的挺快
35,"['很', '好看', '实际', '容量', '14g', '多', '对于', '我', '来说', '够用', '了', '物流', '很快', '不错']",物流很快
36,"['宝贝', '挺', '好', '的', '外形', '美观', '物流', '挺快', '满意', '满意', '满意', '满意']",物流挺快
37,"['表白', '快递', '小哥', '物流', '真的', '好快', '第二次', '购买', '了', '很', '满意哦']",物流真的好快
38,"['挺', '好', '的', '送货', '及时', 'u', '盘', '外观', '还行', '能', '用', '就', '好']",送货及时
40,"['真心', '不错', '哦', '实际', '有', '144g', '的', '内存', '挺', '好', '的', '发货', '很', '给', '力', '物流', '也', '很', '好', '还', '特意', '打电话', '告诉', '我', '东西', '送到', '楼下', '别忘了', '取', '好评']",发货很给力 物流也很好
41,"['好用', '拷', '文件', '啥', '的', '完全', '没', '问题', '速度', '也', '快', '值得', '购买']",速度也快
42,"['U盘', '读写', '速度', '很快', '比较稳定', '希望', '能用', '得', '住', '卖家', '发货', '很快', '物流配送', '给力', '5', '分', '好评']",U盘读写速度很快 卖家发货很快 物流配送给力
43,"['宝贝', '质量', '不错', '物流', '给力', '卖家', '发货', '速度', '神速', '快', '递给', '力', '满意', '五分']",物<em>流给力 卖家发货
44,"['服务', '挺', '好', '关键', '是', '物流', '特别', '快', '看到', '东西', '后', '特别', '满意', '以后', '还会', '光顾', '的']",关键是物流特别快
45,"['很', '好', '用', '的', 'u', '盘', '速度', '很快', '也', '很', '小巧']",速度很快
46,"['货已', '收到', '物流', '给力', '期待', '用后', '效果', '好', '吧']",物流给力
47,"['用', '起来', '挺', '好', '的', '样式', '也', '好看', '快递', '也', '给', '力']","420-11-14,19;920-11-0,6;920-11-7,12;"
48,"['宝贝', '很', '好', '是', '正品', '物流', '速度', '超快', '我', '很', '满意', '下次', '还', '到', '你家', '买']",物流速度超快我很满意
49,"['超级', '好', '速度', '还', '挺快', '的', '小巧', '方便', '喜欢']",速度还挺快的
50,"['快递', '很', '给', '力', '东西', '更', '给', '力', '简单', '实用', '内存', '足够', '用', '了', '双击', '666']",快递很给力
51,"['快', '递给', '力', '产品', '好', '支持', '购买', '正品']",快递给力
52,"['很棒', '哦', '实际', '有', '144G', '很', '小巧', '可爱', '快递', '的', '速度', '超级', '快']","920-11-0,3;920-11-13,18;420-11-19,27;"
53,"['特别', '好', '插', '上', '显示', '也', '超快', '的', 'ltemgt', '发货', '快', '物流', '也', '快']",插上显示也<em>超快的</em
54,"['非常', '满意', '性价比', '很', '高', '包装', '很', '好', '快递', '很快']",快递很快
55,"['帮', '同事', '买', '的', '非常', '喜欢', '服务', '好', '昨天', '买', '今天', '就', '到', '了', '物流', '快祝', '商家', '生意兴隆']",物流快
56,"['发货', '快', '品质', '好好', '用传', '文件', '很快']",发货快</em<em>>，品质好
57,"['东西', '很', '好', '包装', '也', '很', '好', '快递', '速度', '也', '挺快', '的', '必定', '5', '星', '好评']",快递速度也挺快的
58,"['一点', '就亮', '144fat32', '读盘', '挺快', '塑料', '手感', '略显', '廉价', '盖子', '紧拔', '的', '时候', '要用', '点力', '性价比', '高']",读盘挺快
59,"['特地', '用', '了', '一下', '才', '评价', '的', '不错', '容量', '是', '144G', '挺好用', '快递', '也', '很', '及时', '好评', '服务', '也', '不错']",快递也很及时
60,"['卖家', '服务', '非常', '好下', '了', '订单', '就', '来', '确认', '信息', '发货', '也', '没', '的', '说', '非常', '快', '几乎', '一天', '就', '到', '了', '淘宝', '买', '东西', '这么', '多次', '冲着', '这个', '服务', '五星', '好评']",发货也<em>没的说
61,"['质量', '很', '好', '读写', '速度', '快', '价格', '适中', '大', '品牌', '值得', '信任']",读写速度快
62,"['东西', '收到', '好', '几天', '了', '不得不', '说', '快递', '挺快', '总体', '还好', '吧', '内存', '说', '是', '16G', '实际', '1444G', '我', '主要', '是', '放', '一些', '学习', '的', '课件', '用', '着', '挺', '好', '的']",不得不说快递挺快
63,"['包装', '严实', '发货', '快', '物流', '快', 'U盘', '查询', '过', '是', '正品', '电脑', '鉴定', '显示', '其', '内存', '为', '1434', '符合', '包装', '说明', '中', '的', '最小', '存储容量', '材质', '是', '塑料', '但', '感觉', '挺', '结实', '的', '盖子', '也', '不会', '松动', '轻盈', '小巧', '携带', '很', '方便', '还', '送', '了', '吊绳', '到货', '就', '可以', '使用', '传输速度', '还行', '有', '质量保证', '客服', '态度', '挺', '好']",<em>发货快 很方便，还送
64,"['很', '开心', '的', '一次', '购物', '原本', '不敢', '买', '还', '不错', '物流', '速度', '很快', '下次', '有', '需要', '还会来', '买', '144G', '够用', '了']",物流速度很快
65,"['格式化', '后', '再', '鉴定', '了', '一下', '容量', '基本', '够', '试用', '了', '一下', '比较满意', '五分', '包装', '好', '到货', '快', '满意']",到货快
66,"['挺', '好', '的', '比', '我', '买', '的', '8g', '的', '还', '便宜', '还好', '用', '发货', '快', '物流', '快赞']",<em>发货快
67,"['u', '盘', '不错', '物流', '很快', '东西', '也', '很', '小巧']",物流很快
68,"['很', '好', '手机', '能', '用', '物流', '很快', '满意']","920-11-0,2;420-11-8,14;"
69,"['还', '不错', '我', '买', '的', '是', '白色', '的', '个人', '挺', '喜欢', '的', '内存', '14G', '多', '传输', '挺快', '的', '挺', '好', '的', '东西', '值得', '购买']",传输挺快的
70,"['物流', '迅速', '质量', '不错', '使用', '携带', '便利', '总体', '来说', '还', '不错']",物流迅速
71,"['u', '盘', '收到', '物流', '很快', '服务', '很', '好', '好评']",物流很快
72,"['好用', '数据传输', '很快', '不错', '除了', '内存', '小', '了', '一些', '之外', '都', '很', '好']",数据传输很快
73,"['宝贝', '不错', '包装', '很', '好', '是', '原装', '的', '快递', '速度', '比较', '快', '满意', '给', '卖家', '和', '快递', '点赞']",快递速度比较快<em>
74,"['发货', '速度', '很快', 'u', '盘有', '144g', '反应', '很快', '一', '插进', '电脑', '就', '能', '检测', '到', '刚用', '觉得', '还', '不错', '不', '知道', '传输', '大', '文件', '效果', '怎样', '也', '不', '知道', '能', '用', '多久', '目前', '很', '满意']",发货速度很快 u盘有1
75,"['U盘', '的', '质量', '看起来', '不错', '读写', '速度', '也', '很', '好', '总', '容量', '大概', '有', '14GOTG', '转接头', '比较', '实用', '可以', '在', '手机', '上', '查看', '文件', '推荐', '购买']",读写速度也很好
76,"['速度', '很快', '啊', '挂绳', '也', '很', '好', '用', '推荐', '推荐']",速度很快啊
77,"['产品', '很', '好', '物流', '也', '给', '力', '昨天', '下单', '今天', '就', '到', '了', '长安', '欧尚', '可以', '用', '卖家', '服务态度', '很', '好', '赞', '一个']",物流也给力昨天下单今天就到了
78,"['必须', '要说', '物流', '很快', '啊', '两天', '就', '到', '了', '其他', '的', '看', '评价', '已经', '了解', '的', '差不多', '了', '看', '包装', '也', '不', '像是', '假', '的', '平时', '只是', '传', '一传', '小', '文档', '对', '速度', '也', '没有', '多大', '要求', '总之', '好评', '啦']",必须要说物流很快啊
79,"['U盘', '非常', '好', '价格', '合适', '用', '了', '之后', '感觉', '不错', '就是', '没有', '30', '的', '快', '不过', '一分', '价钱', '一分货', '够用', '了']",0的快
80,"['品牌', '质量', '不错', 'U盘', '空间', '实在', '不虚存', '不', '掉', '资料', '读', '的', '速度慢', '写', '的', '速度', '快', '价位', '也', '不贵', '希望', '长期', '使用', '时', '质量', '能', '保证']",写的速度快
81,"['很', '不错', '读写', '速度', '还', '可以', '内存', '够用', '主要', '是', '便宜', '实惠']",读写速度还可以
82,"['物流', '很快', '包装', '很', '好', '外观', '也', '挺', '好', '的', '检查', '发现', '内存', '也', '够', '大', '日后', '回来', '追评', '吧']",物流很快包装很好
83,"['U盘', '不错', '不是', '假盘', '扫', '了', '一下', '是', '正品', '读取', '也', '快']",读取也快
84,"['不错', '质量', '很', '好', '物流', '也', '很快', '5', '星', '好评']",物流也很快
85,"['嗯', '帮', '同学', '买', '的', '嗯', '不错', '白色', '的', '外观', '比较', '喜欢', '哦', '唯一', '缺点', '就是', 'us20', '的', 'hellip', '不太会', '用', '我', '复制', '电影', '的', '速度', '老是', '上', '不', '去', '当然', '用', '软件', '测速', '的', '速度', '是', '没', '问题', '的', '咳', '咳', 'hellip', '我', '可', '没有', '开车', '斜眼', '笑']",用软件测速的速度是没问题的
86,"['干衣机', '好装', '又', '好', '用', '比', '别的', '干衣机', '又', '快', '烘干', '很', '不错', '一次', '购物', '好', '品牌', '又', '好', '用']",比别的干衣机又快烘干
87,"['u', '盘', '打开', '包装', '扫', '了', '二维码', '是', '正品', '内存', '测试', '在', '正常', '范围', '内', '外观', '与', '描述', '一致', '物流', '给力', '我', '觉得', '很', '满意']",物流给力
88,"['速度', '还', '可以', '显示', '是', '日本', '生产', '的', '质感', '跟', '我', '朋友', '前', '几天', '在', '这家', '买', '的', '不', '太', '一样', '我', '朋友', '买', '的', '是', '菲律宾', '生产', '的', '我', '的', '是', '日本', '生产', '的', '不过', '速度', '都', '相似', '就是', '了']",速度还可以
89,"['上周', '修', '电脑', '时同款', '的', '16', '个', 'G', '的', '白色', 'U盘', '店老板', '跟', '我', '收', '70', '块钱', '幸亏', '在', '网上', '看到', '了', '这款', '容量', '和', '标值', '相差不多', '传输速度', '也', '可以', '的', '服务', 'OK']",传输速度也可以的
90,"['物流', '是', '真的', '快', '样式', '也', '很', '好看', '不过', '没有', '16g', '就', '144', '倒', '也', '没太大', '关系', '价格便宜', '总体', '性价比', '很', '高']",物流是真的快
91,"['还行', '买个', '两个', '备用', '蓝色', '比', '白色', '好看', '还是', '有点', '色差', '传', '文件', '速度', '挺快', '的']",传文件速度挺快的
92,"['挺', '好', '的', '看中', '外观', '而且', '也', '便宜', '所以', '才定', '的', '读写', '有', '144G', '速度', '也', '可以', '学生', '党', '日常', '够用', '了', '就是', '一般', '不是', '都', '会', '有', 'LOST', '这个', '文件夹', '吗', '这个', '里面', '空空', '的', '什么', '都', '没有', '而且', '拔', '盖儿', '的', '毕竟', '没有', '伸缩', '的', '方便', 'hellip', '已经', '丢', '了', '两个', 'u', '盘', '了', '希望', '这个', '能耐', '用']",速度也可以
93,"['与', '描述', '相符', '物流', '也', '挺快', '连接', '电脑', '后', '实际', '内存', '大', '摡', '15GB', '左右', '我', '主要', '是', '为了', '下载', '一些', '歌曲', '用', '足够', '用', '了']",物流也挺快
94,"['快递', '也', '蛮', '快', '的', '东西', '也', '很', '好', '包', '的', '很', '严实', '内存', '也', '和', '其它', '优盘', '差不多']",快递也蛮快的
95,"['很', '满意', '查', '了', '防伪', '是', '正品', '试', '了', '手机', '可以', '接', 'otg', '线', '电脑', '上', '看', '了', '144', '快递', '用', '的', '中通', '速度', '比较', '快用', '用', '再说', '目前', '觉得', '不错', '遗憾', '的', '是', '它', '是', '日货', '不过', '已经', '全球化', '啦', '就', '不', '存在', '这种', '问题']",速度比较快
96,"['很', '好看', '实用', '内存', '144G', '学生', '党用', '足够', '了', '运行', '速度', '还', '可以', '白色', '这么', '小巧', '真的', '超级', '心', '水']",运行速度还可以
97,"['u', '盘', '反应', '很快', '精致', '好看', '两个', '颜色', '各要', '了', '一个', '以后', '需要', '会', '再', '来', '的']",u盘反应很快
98,"['宝贝', '我', '收到', '啦', '卖家', '的', '发货', '速度', '很快', '还', '送', '了', '我', '挂绳', '物流', '还是', '很快', '的', '买', '了', '没多久', '就', '到', '了', '有', '需要', '的', '可以', '在', '这儿', '买', '哟']",卖家的发货速度很快</em<em>>，还送了我挂
99,"['经验', '证是', '正品', '20', '接口', '速度', '还行', '吧', '用来', '放', '音乐', '装在', '车上', '使用']",速度还行吧
100,"['昨天下午', '买', '的', '今天', '中午', '就', '到', '了', '速度', '很快', '蓝色', '偏暗', '但是', '很', '有', '质感', '空间', '144G', '不错', '的', '东东']",速度很快
101,"['卖家', '确认', '信息', '很快', '发货', '很快', '物流', '很快', '第二天', '上午', '就', '到', '了', '实际', '144G', '在', '接受', '范围']",卖家确认信息很快 发货很快 物流很快
102,"['U盘', '是', '姐姐', '推荐', '的', '快递', '很快', '内存', '也', '很', '不错', '很', '好', '用', '后续', '还会', '评价', '的']",快递很快
103,"['物流', '很快', '优盘', '也', '不错', '是', '正品', '信赖', '东芝']",物流很快
104,"['物流', '还', '行', '就是', '读数', '超慢', '不', '知道', '能', '用', '多久', '反正', '期望', '不', '大']",物流还行就是读数超慢
105,"['速度', '很快', '外表', '看着', '也', '很', '结实', '希望', '能用', '的', '时间', '长', '一些']",速度很快
106,"['很', '好', '的', '内存', '正常', '速度', '很快', '读取', '速度', '也', '很', '给', '力']",速度很快 读取速度也很给力
107,"['宝贝', '收到', '了', '标注', '16GB', '系统', '识别', '窬', '量', '为', '1442GB', '签定', '容量', '为', '1434GB', '还算', '正常', '还行', '吧', '发货', '及时', '物流', '快']",发<em>货及时
108,"['我', '只能', '说', '物流', '还是', '很快', '的', '干嘛', '给', '一个', '根本', '查不到', '的', '防伪', '码', '假货', '的', '可能性', '大', '但', '能', '正常', '使用', '至于', '能', '不能', '损毁', '文件', '暂时', '还', '不', '知道']",我只能说物流还是很快的
109,"['包装', '啥', '的', '各', '方面', '都', '挺', '好', '物流', '够快', '好']","220-11-0,10;420-11-11,16;"
110,"['颜值', '高', '物流', '快', '实用', '挺', '好', '的', '好评']",物流快
111,"['看起来', '不错', '应该', '是', '正品', '还', '没试', '过', '快递', '很快']","920-11-0,5;1020-11-6,11;420-11-17,21;"
112,"['三天', '到货', '快递', '速度', '还是', '可以', '滴', 'helliphellip', '蓝色', '偏深些', '送', '的', '黑色', '扣带', '还行', '上班', '用', '的', '可以', '多', '装点', 'ppt', '了', 'helliphellip']",快递速度还是可以滴
113,"['灰常好', '用', '卖家', '超', '耐心', '物流', '超快', '而且', '物美价廉', '很', '喜欢', '谢谢', '卖家']",物流超快
114,"['东西', '不错', '读取', '速度', '也', '很快', '就是', '物流', '比较慢', '好评', '了']",读取速度也很快
115,"['实际', '容量', '是', '14g', '多', '反应', '挺快', '的', '用', '起来', '也', '很', '方便', '其他', '以后', '再', '追评', '吧']",反应挺快的
116,"['物流', '很快', '～', '东西', '还', '没', '拆开', '使用', '不过', '看起来', '挺', '好', '的']",物流很快
117,"['这个', 'u', '盘', '很', '满意', '可用', '144G', '能够', '接受', '传输速度', '还好', '之前', '也', '买', '过', '一个', '这个', '只是', '不', '小心', '搞坏', '了', '应该', '又', '可以', '用', '好久', '了']",传输速度还好
118,"['最', '郁闷', '的', '就是', '刚买', '完', '就', '降价', '物流', '很', '给', '力来', '的', '及时', '实际', '十四点', '多', '样子', '小巧']",物流很给力
119,"['發貨快', '立即', '用', '正品', '什麼', '都', '好']",發貨快
120,"['物流', '非常', '快', '一天', '就', '到', '了', '还', '没用', '不', '知道', '怎么样']",物流非常快
121,"['好用', '我', '同事', '给', '了', '一个', '每次', '要', '反应', '半天', '这个', '速度', '很快', '而且', '款式', '比较简单', '大方']",这个速度很快
122,"['物流', '很快', '宝贝', '实际', '内存', '144G', '用', '了', '两天', '来评', '的', '感觉', '速度', '一般般', '吧', '质量', '感觉', '还', '可以', '跟', '之前', '在', '京东', '上', '买', '的', '32G', '的', '东芝', 'u', '盘', '看起来', '差不多', '暂时', '先用', '着', '吧']",物流很快
123,"['不错', '发货', '很快', '三天', '就', '到', '了', '插进', '电脑', '反应', '也', '快', '好评']",发货很快 插进电脑反应也快
124,"['U盘', '质量', '很', '好', '服务', '也好', '物流', '也', '快']",物流也快
125,"['快递', '到', '的', '很快', '优盘', '很', '好', '用', '价格', '很', '实惠']",快递到的很快
126,"['46MB', '秒', '的', '传输速率', '真的', '很快', '啊']",真的很快啊
127,"['外观', '和', '包装', '都', '不错', '运行', '速度', '也', '挺', '好', '的', '～']",运行速度也挺好的
128,"['收到', '了', '快递', '还', '不错', '挺快', '的', '看着', '蛮', '小巧', '的', '挺', '喜欢', '的']",快递还不错 挺快的
129,"['还', '不错', '的', '一个', 'u', '盘到', '了', '几天', '了', '现在', '才', '收货', '希望', '好用', '物流', '挺', '给', '力', '的']","920-11-0,8;420-11-26,32;"
130,"['非常', '好', '传输速度', '很快', '验证', '过', '了', '是', '正品']",传输速度很快
131,"['好评', '是', '正品', '读取', '速度', '快赞']",读取速度快
132,"['用', '着', '可以', '快递', '也', '行', '传输速度', '大概', '4', '-', '5M', '每秒']",快递也行
133,"['U盘', '收到', '了', '用', '了', '一下', '还', '不错', '144GB', '足够', '用', '了', '盖子', '还', '牢固', '外观', '小巧', '方便', '价格', '还', '不贵', '到货', '速度', '很快', '很', '满意']",到货速度很快
134,"['如图', '物流', '挺快', '的', '还', '没用过', '不过', '挺', '喜欢', '的']",物流挺快的
135,"['很棒', '很棒', '快递', '也', '挺快', '的', '买', '了', '两个', '给', '公司', '用', '的', '内存', '挺大', '的', '好评']",快递也挺快的
136,"['商品', '价格合理', '质量', '好', '快递', '迅速', '商家', '信誉', '好', '我', '非常', '满意', '给予', '好评']",快递迅速
137,"['u', '盘', '收到', '了', '物流', '很快', '还', '没', '开始', '用', '应该', '会', '不错', '吧']",物流很快
138,"['挺', '好', '的', '快递', '也', '特别', '的', '快', '服务', '也', '很', '周到', '满分']",快递也特别的快
139,"['物流', '很快', '昨天', '下单', '的', '今天', '就', '到', '了', 'u', '盘', '144gu', '盘', '很', '满意', '下次', '还来', '这家']",物流很快
140,"['是', '正品', '的', 'TOSHIBA', '快递', '快', '包装', '结实', '等', '保存', '完', '书稿', '再', '买', '一个']",快递快
141,"['快递', '很快', '很', '不错', '非常', '满意', '的', '一次', '购物', '内存', '144G']",快递很快
142,"['如图', '显示', '144', '速度', '很快', '一周', '看不出', '有', '什么', '问题', '包装', '略', '简陋', '没有', '损坏', '好评']",速度很快
143,"['质量', '应该', '挺', '好', '的', '而且', '物流', '很快', '喜欢']",而且物流很快
144,"['物流', '速度', '很快', '实际', '内存', '只有', '144']",物流速度很快
145,"['物流', '速度', '很快', '哦', '包装', '也', '很', '好', '总共', '是', '144G']",物流速度很快哦
146,"['快递', '很快', '还', '送', '了', '线', '和', '挂绳', '平时', '存', '些小', '文档', '很', '好', '用']",快递很快
147,"['快递', '挺快', '144G', '的', '之前', '花', '10', '块钱', '买', '的', '一个', '文件', '老', '丢失', '所以', '又', '买', '了', '这个', '文件', '没', '丢失']",快递挺快
148,"['东西', '不错', '很', '开心', '快递', '的', '速度', '也', '不错']","420-11-9,17;620-11-0,4;920-11-5,8;"
149,"['刚', '收到', '试', '了', '下', '不错', '反应', '挺快', '包装', '很', '好', '是', '正品', '继续', '使用', '观察']",反应挺快
150,"['小巧', '精致', '很', '可爱', '运行', '很快', '本来', '是', '要', '做', '系统盘', '用', '的', '结果', '阴差阳错', '之下', '没用', '上', '纠结', 'ing']",运行很快
151,"['写入', '速度', '还', '可以']",写入速度还可以
